sleep,class,study,activity,happiness,performance
5,3,9,3,5,23
16,7,5,8,0,93
13,2,10,10,7,69
2,9,12,6,0,82
16,12,14,5,5,46
16,12,9,1,8,40
13,3,8,8,9,24
17,14,7,5,9,93
6,12,3,2,1,62
16,10,7,1,2,46
18,5,10,2,5,48
3,5,14,7,0,26
10,8,13,4,8,61
8,14,5,1,9,50
6,14,1,2,7,13
1,7,10,5,5,51
15,14,5,4,9,83
5,7,2,10,0,16
5,5,15,1,10,38
5,13,15,8,7,95
14,3,4,1,8,5
5,4,11,9,4,10
14,2,2,5,0,65
7,13,1,5,1,40
15,10,7,5,0,56
18,12,10,8,7,71
2,4,8,3,10,33
13,7,8,3,5,4
15,6,11,5,9,15
4,10,15,1,4,41
19,1,6,10,2,26
7,3,2,4,0,75
18,15,2,5,7,64
1,11,2,10,2,36
7,10,6,9,9,98
8,5,7,10,10,57
11,13,1,3,2,1
1,13,13,7,2,13
12,13,15,7,8,26
3,11,1,8,2,98
2,9,5,5,3,98
8,13,6,5,8,86
1,5,14,1,5,7
5,13,6,3,1,6
2,7,14,1,1,70
18,7,1,10,7,20
6,11,2,8,9,31
9,2,12,6,2,47
3,7,4,10,7,55
2,7,15,5,10,37
12,1,2,5,6,97
15,15,7,5,8,53
14,11,11,10,6,28
15,1,12,1,6,56
13,15,9,6,1,3
18,12,11,10,8,80
4,1,13,1,9,43
13,12,3,6,2,94
3,7,10,10,4,52
10,4,10,4,8,65
1,14,3,6,10,44
19,3,6,4,7,71
7,7,4,7,6,36
5,11,5,1,0,70
6,5,4,7,7,67
2,4,9,6,3,75
12,11,11,5,4,1
17,4,5,8,9,93
8,2,5,7,8,91
13,3,15,3,5,6
7,2,11,7,10,42
9,9,1,5,3,31
3,4,8,2,7,61
1,11,3,5,5,38
8,4,9,6,2,8
17,1,15,8,8,84
12,13,11,3,4,49
3,12,15,4,4,34
19,2,8,8,9,56
12,10,6,7,6,70
3,12,6,4,4,70
11,8,13,7,4,44
11,8,8,1,1,32
15,9,15,7,6,41
8,3,13,9,1,18
14,1,7,1,8,79
12,13,3,1,0,71
15,14,5,8,8,2
18,11,2,3,0,93
5,3,13,1,5,31
4,11,4,1,3,2
6,5,2,2,5,26
16,4,2,1,6,94
13,13,8,3,5,2
15,3,11,5,9,24
12,3,9,4,1,80
5,15,9,5,2,45
7,5,1,4,10,8
3,11,5,1,10,70
10,6,2,1,4,87
8,8,3,3,2,45
4,11,9,2,8,57
7,15,13,5,10,47
6,15,6,9,6,76
11,15,2,7,3,38
7,13,2,10,8,1
6,11,12,10,7,6
18,12,1,3,1,25
8,4,5,5,6,56
13,13,1,9,9,9
9,11,2,4,1,70
14,13,1,5,6,30
12,2,10,7,3,95
8,14,7,8,2,94
6,5,4,8,3,38
10,2,8,9,10,50
19,14,1,3,6,29
9,1,6,5,8,16
3,11,5,1,1,60
13,2,7,6,5,38
17,6,5,3,8,8
18,9,11,6,9,57
1,8,15,1,2,54
7,4,6,2,7,59
15,12,10,7,7,4
6,6,13,3,9,28
11,13,3,5,8,15
11,11,15,3,5,18
16,4,6,1,1,34
14,14,3,1,2,87
12,8,6,10,6,51
2,3,7,10,10,69
7,2,1,4,5,58
14,15,8,9,2,36
7,7,6,9,3,57
14,3,3,9,9,42
12,2,2,1,1,56
1,8,15,2,0,17
16,1,6,8,4,10
14,10,13,1,6,12
11,10,6,3,5,32
5,11,6,9,7,41
12,3,15,6,4,11
16,6,11,9,1,69
15,15,13,6,10,72
10,5,6,3,0,13
3,2,4,8,9,77
1,2,7,9,8,30
2,7,12,10,10,92
16,6,8,3,6,64
7,2,9,6,3,5
19,12,1,5,0,66
4,12,13,4,8,66
1,3,13,10,2,15
18,7,6,1,7,90
12,2,15,8,5,70
11,10,6,10,4,76
12,8,10,9,3,57
5,7,8,7,7,77
10,9,9,2,0,50
16,5,15,7,4,30
18,7,5,1,7,15
14,14,7,9,1,66
6,8,9,2,0,15
8,12,3,1,3,88
9,8,1,6,5,96
2,1,7,1,1,57
13,4,6,4,6,96
12,4,6,2,3,40
14,8,8,7,5,20
15,2,5,9,9,17
3,1,14,5,6,19
18,5,5,3,7,40
18,13,14,8,9,12
2,8,8,8,8,12
17,15,6,8,9,82
15,15,11,1,2,73
15,3,8,8,3,27
18,14,10,1,3,30
2,5,5,5,0,58
8,9,13,10,4,78
10,7,8,4,5,15
13,11,3,5,7,31
12,8,15,2,1,77
13,11,2,7,7,17
9,15,4,2,7,61
3,2,10,4,0,22
1,8,13,3,1,87
5,14,7,2,7,100
10,10,15,10,5,74
17,7,13,9,7,12
15,14,15,8,6,31
5,6,5,7,3,42
3,8,14,6,4,62
10,6,14,7,4,54
6,3,14,5,0,43
11,3,4,7,0,20
19,7,10,7,3,76
12,11,15,3,3,46
8,11,3,6,2,28
9,3,1,4,1,6
11,1,3,5,1,52
13,7,12,10,4,95
4,2,8,3,5,86
16,8,8,9,8,38
8,5,10,5,10,38
5,6,15,4,4,78
9,15,14,6,0,99
16,5,6,3,8,52
16,3,9,10,4,75
6,4,5,4,1,30
17,4,3,1,2,83
4,9,13,6,5,39
5,3,15,6,0,50
4,10,8,3,2,21
10,7,7,6,4,41
19,2,13,5,10,10
5,4,5,2,6,7
18,9,9,1,7,4
10,14,14,6,6,88
4,4,7,9,5,59
8,13,5,8,0,41
10,8,12,4,6,40
7,3,11,1,0,45
8,9,6,4,9,43
17,10,5,3,6,75
9,7,8,9,2,86
17,8,3,5,10,74
18,7,14,7,10,54
12,4,3,1,4,46
12,2,12,3,0,22
12,6,14,3,4,78
19,9,15,3,0,86
11,12,5,2,6,53
11,13,9,7,6,94
17,2,4,1,7,46
13,12,5,3,4,67
5,14,1,7,8,79
13,8,10,5,8,45
6,5,14,10,8,25
15,13,15,3,0,99
13,10,9,2,6,24
10,7,13,6,8,42
5,3,14,4,6,8
12,10,3,10,1,69
16,7,9,8,6,59
5,3,13,5,5,47
5,11,3,5,3,93
8,2,6,1,4,16
14,11,12,4,10,47
4,5,10,4,2,22
18,8,2,8,7,60
16,14,13,4,7,86
16,7,8,2,1,46
16,3,8,1,7,91
8,1,4,1,7,91
10,14,10,7,4,21
4,10,2,7,0,29
5,6,2,4,8,37
5,4,14,3,2,52
15,11,8,3,6,27
9,6,13,3,10,66
2,7,14,10,9,14
15,7,14,2,6,100
14,3,6,3,8,37
12,5,4,2,5,86
11,6,1,1,7,14
1,8,13,4,2,87
4,4,9,8,3,23
8,3,10,1,7,82
5,9,6,10,7,78
5,14,15,9,0,59
18,14,5,10,4,95
6,9,15,10,10,10
8,6,14,1,1,21
12,14,10,4,2,14
1,4,12,10,4,47
2,5,7,2,0,87
10,6,7,2,4,2
10,1,10,6,7,35
3,12,1,10,0,73
19,3,5,7,4,66
19,1,5,9,8,14
10,14,5,5,10,14
17,10,15,1,3,69
17,7,5,3,5,72
14,6,10,6,3,34
2,8,1,2,8,47
19,1,15,9,10,14
3,5,2,7,2,95
16,7,10,1,0,96
18,3,5,10,8,44
5,10,6,3,9,36
7,3,14,8,7,59
18,3,14,2,8,95
14,1,6,1,5,71
14,5,4,10,7,56
4,11,3,6,3,92
6,13,2,9,3,64
11,2,8,2,4,44
5,3,11,9,5,82
19,8,10,7,0,80
8,8,12,3,10,59
7,9,9,2,2,88
19,10,1,1,6,7
17,9,15,10,6,91
18,1,5,4,1,78
3,9,1,10,10,83
1,13,6,7,3,36
12,3,8,10,1,88
5,2,15,5,2,59
8,7,7,5,7,25
1,11,4,5,5,73
19,4,15,6,7,62
5,15,8,5,2,11
1,13,13,1,2,39
2,12,13,9,7,46
11,11,15,7,5,16
13,13,11,3,3,48
19,3,3,8,5,75
5,1,14,9,10,75
2,11,5,3,4,8
11,14,5,4,2,36
19,11,9,4,10,25
3,6,3,9,10,10
11,4,14,1,10,77
11,11,12,4,2,67
14,11,15,8,2,24
16,15,10,3,3,59
6,10,9,10,4,98
8,1,2,9,7,45
5,14,9,7,5,39
8,9,9,4,5,87
10,12,6,4,1,25
19,9,3,4,7,72
10,3,3,9,9,43
16,10,12,10,1,51
10,3,14,2,8,19
19,13,6,3,6,100
7,13,4,4,6,34
8,10,1,9,1,85
15,15,4,4,8,10
5,13,11,8,10,47
10,15,1,1,2,71
10,10,14,4,10,50
14,7,14,4,8,74
5,5,2,4,10,95
18,2,15,3,7,50
6,9,3,5,3,6
3,7,7,4,10,1
12,1,8,1,9,37
1,14,15,10,7,64
2,2,4,6,1,82
14,1,1,1,3,17
15,12,2,2,3,70
15,11,15,9,10,98
2,15,3,4,3,48
7,11,6,2,6,84
6,3,2,3,7,31
3,15,1,1,5,13
7,2,3,1,4,30
5,11,11,10,9,49
2,14,2,10,9,55
14,4,8,9,2,15
1,2,8,10,5,25
12,13,3,3,8,33
7,3,11,5,8,67
6,8,10,9,7,84
18,1,9,7,4,32
5,9,10,6,1,90
13,7,15,9,0,15
18,4,9,8,1,43
5,5,8,2,7,69
15,2,6,6,0,97
17,14,1,4,6,58
1,6,15,4,1,49
3,3,10,7,4,85
19,8,8,2,7,57
6,12,7,6,1,56
5,7,7,9,5,32
13,4,12,8,7,96
10,1,8,10,1,50
19,7,1,7,3,60
7,8,11,2,5,7
18,15,15,4,10,75
11,13,13,3,2,99
8,10,4,6,1,4
11,2,2,9,8,76
15,8,7,10,10,3
6,10,10,7,7,18
17,11,5,6,8,84
14,14,1,10,8,84
1,1,8,8,3,51
7,11,4,9,8,81
4,3,11,3,4,54
12,8,3,8,10,28
3,11,15,2,6,19
15,6,12,8,7,86
16,4,9,8,0,38
18,7,9,4,10,60
4,11,1,3,3,70
17,11,13,3,0,24
11,15,6,2,3,84
6,4,11,8,2,88
17,9,13,6,3,97
12,12,7,3,2,28
2,10,8,2,2,41
9,9,15,8,3,31
2,10,9,5,0,38
5,5,8,7,2,91
6,11,4,6,8,62
8,12,3,2,9,31
7,13,7,2,8,56
10,2,2,9,1,44
19,7,14,8,0,100
14,14,7,4,8,51
15,12,15,5,3,60
7,2,6,10,1,32
17,6,15,4,9,17
11,9,1,3,4,16
8,10,10,2,5,98
13,2,10,10,4,7
10,15,7,7,3,42
18,2,15,5,0,30
18,14,1,4,0,86
9,13,7,6,4,3
9,7,6,8,5,24
13,10,1,3,3,2
5,11,8,2,4,14
13,12,4,9,8,12
12,10,3,3,0,33
5,7,6,6,10,88
14,15,4,3,8,93
14,15,15,5,3,52
2,13,13,7,5,12
8,15,4,5,10,68
6,12,15,4,1,83
18,6,14,2,4,16
19,5,9,10,7,55
16,8,3,2,2,65
16,10,5,3,1,39
14,6,7,6,0,96
5,5,9,2,0,18
3,11,5,10,7,3
19,10,14,4,8,68
11,14,8,4,3,33
8,4,12,5,5,65
2,15,6,9,9,30
9,9,3,7,1,64
2,12,4,8,9,5
19,3,13,5,9,78
16,14,5,6,4,25
6,13,4,7,1,1
6,14,7,1,6,7
8,4,3,7,0,6
10,6,13,2,5,63
2,10,13,6,10,1
15,1,1,6,10,34
14,14,2,5,2,24
17,1,13,10,6,39
14,15,9,9,9,16
17,13,2,7,0,48
13,14,5,2,4,35
1,9,9,6,7,54
14,3,4,10,1,15
4,15,8,10,9,72
19,11,1,2,4,41
16,6,4,9,4,12
17,5,6,9,0,13
9,11,7,10,9,94
10,9,14,3,1,84
9,7,4,10,2,48
7,2,4,1,4,92
19,4,13,1,6,59
15,10,11,8,4,31
8,15,6,2,0,92
12,15,2,3,10,29
2,8,2,10,0,85
17,4,9,3,9,56
3,4,9,5,7,19
1,9,4,6,1,33
18,7,3,6,8,98
13,4,15,10,4,52
11,4,14,9,3,92
6,3,9,3,0,2
7,15,7,1,10,30
7,2,10,3,8,17
15,14,8,8,7,51
9,6,5,7,6,59
5,8,14,7,3,73
3,8,13,2,7,62
7,4,8,8,5,84
13,13,7,9,6,1
13,12,3,7,7,75
4,1,12,8,1,38
10,8,12,8,10,42
4,8,13,3,6,53
1,4,14,10,10,24
13,13,7,10,3,85
8,14,15,6,0,9
10,5,14,9,1,94
3,14,2,10,2,40
4,1,6,6,7,45
4,10,13,4,2,43
10,11,13,8,4,90
1,6,2,7,2,67
18,13,11,4,5,70
18,9,15,9,7,45
3,4,6,3,10,78
2,15,2,8,7,95
10,12,1,2,0,84
12,7,15,1,1,14
18,14,1,9,2,17
1,7,14,5,9,73
13,8,9,8,10,42
19,10,13,6,10,73
9,12,10,2,2,89
4,1,2,2,8,8
6,2,3,4,4,52
3,12,11,6,0,45
14,4,10,10,0,65
15,13,13,5,9,48
2,11,2,3,1,28
5,3,15,9,9,70
3,12,14,2,9,44
9,3,3,9,2,54
11,2,3,2,5,99
7,13,4,7,8,26
9,4,6,5,4,90
3,8,6,1,2,52
16,3,15,1,10,2
10,3,2,5,1,20
3,13,3,5,10,78
5,10,11,3,10,79
13,7,11,6,5,78
3,8,7,5,8,55
14,10,8,10,1,91
13,9,4,2,4,71
12,1,14,8,9,79
15,9,4,5,10,63
13,14,6,4,6,75
18,5,12,2,5,52
14,2,7,6,2,90
1,15,3,7,2,47
17,5,11,7,9,73
11,2,12,8,0,84
9,7,3,9,8,12
17,1,8,6,4,37
8,10,5,7,6,63
14,11,9,2,10,15
9,5,5,4,5,61
7,10,6,3,3,46
8,7,8,3,1,91
6,7,5,7,9,45
8,10,13,7,3,60
12,5,14,6,3,85
8,4,3,4,4,94
7,14,9,8,8,54
14,15,15,9,3,43
10,1,14,1,4,26
4,14,10,9,10,100
13,3,15,8,1,95
16,2,10,4,7,79
9,11,14,4,5,34
18,15,5,1,8,72
19,12,13,8,3,54
7,3,6,5,7,39
4,3,10,4,10,10
11,13,7,4,10,19
10,5,1,7,3,24
15,8,8,4,4,55
10,7,3,5,7,60
15,1,11,3,4,83
14,7,13,3,8,69
10,3,4,4,10,59
13,14,1,5,10,35
17,6,7,7,6,38
7,11,7,7,6,55
6,3,13,6,4,11
4,10,3,3,2,29
4,8,6,9,3,84
18,7,5,10,10,44
13,6,15,6,4,9
11,13,12,8,5,89
10,12,8,5,7,72
3,11,7,5,5,60
1,3,11,4,6,7
1,4,3,10,7,22
1,12,4,7,10,96
14,11,13,7,9,54
16,8,11,8,3,68
6,15,1,9,1,22
9,3,2,7,4,27
19,4,7,4,10,97
13,6,15,7,8,49
10,4,12,2,6,26
11,9,2,5,5,97
8,10,2,4,3,45
19,2,5,1,5,9
8,15,13,1,1,45
10,10,15,7,5,9
6,3,7,9,0,93
12,11,10,10,6,62
7,14,10,7,6,90
6,8,2,10,3,19
14,2,10,9,9,86
18,13,12,5,7,16
4,1,13,6,3,70
15,12,2,5,6,49
15,15,12,6,8,26
4,6,10,8,2,23
19,7,7,4,7,52
18,11,4,9,6,65
7,5,9,2,2,84
6,10,3,5,3,5
10,6,2,2,5,40
7,13,11,10,5,32
12,5,5,3,2,12
4,8,12,9,0,91
1,12,14,4,2,48
17,9,14,9,0,34
16,15,14,6,6,88
6,2,14,6,0,14
10,15,13,5,1,10
13,15,11,10,8,7
9,7,13,2,4,66
14,11,15,5,2,94
11,14,14,3,0,30
2,15,6,9,3,77
7,9,6,1,2,27
19,9,12,4,1,66
15,1,4,2,6,85
12,13,10,6,8,81
16,3,5,9,10,9
16,2,1,8,8,94
8,15,7,5,9,60
7,4,14,6,6,42
6,10,10,5,2,11
11,14,15,6,1,80
9,7,14,6,0,55
15,1,3,1,5,34
11,9,8,4,1,99
13,3,7,9,10,3
5,6,12,9,4,1
19,14,5,8,2,9
12,7,15,1,2,66
3,3,15,7,0,57
18,13,7,6,9,43
1,9,8,10,10,30
18,3,2,10,4,69
16,11,12,9,8,100
19,11,8,3,9,88
19,10,15,9,3,56
15,2,10,6,10,13
9,2,12,2,1,77
14,11,4,7,2,77
14,14,11,9,0,36
15,8,1,9,7,90
4,4,9,6,7,14
16,14,2,10,2,46
11,10,6,4,4,71
9,1,14,4,9,86
3,11,11,10,5,23
2,4,10,3,0,59
18,15,6,8,5,9
11,12,10,4,10,13
1,10,8,10,0,63
19,11,8,2,8,15
4,13,6,1,6,85
14,4,11,4,0,43
14,13,3,1,0,81
10,3,8,5,9,12
17,13,8,6,1,91
12,1,5,4,3,9
19,8,10,7,6,16
15,14,13,8,5,69
13,14,7,5,5,18
8,6,12,4,4,74
2,11,12,8,3,76
7,15,5,5,4,43
4,10,5,9,2,54
7,7,2,7,1,2
4,5,4,7,4,71
4,4,9,3,4,50
11,2,10,7,1,57
8,3,14,6,9,72
13,13,7,9,5,70
10,12,9,9,5,3
6,15,2,7,6,80
15,6,5,7,4,94
15,7,5,1,1,80
5,3,1,4,6,21
4,7,9,6,5,100
9,9,9,7,3,15
16,11,3,9,7,73
13,9,13,5,5,92
15,8,13,9,3,15
16,5,2,6,8,23
18,11,4,2,1,94
8,10,2,4,3,2
10,11,4,3,5,49
15,3,15,10,9,39
18,3,15,3,6,57
18,5,10,3,8,87
17,7,1,7,10,98
7,10,13,8,10,10
14,14,5,10,8,68
10,8,3,8,6,97
15,3,12,3,0,12
4,14,10,10,8,84
3,3,2,7,8,93
14,11,11,2,2,15
15,1,13,8,1,31
15,13,8,7,6,43
1,15,10,4,0,17
9,9,13,7,4,35
12,15,8,5,7,32
13,10,2,1,9,74
5,15,12,9,0,23
10,11,10,3,7,9
7,8,14,8,8,90
10,13,12,2,2,57
15,10,12,4,7,2
8,8,11,2,5,47
8,2,7,9,2,1
13,4,7,3,0,20
19,4,1,3,3,81
11,14,6,6,5,66
4,10,13,8,7,31
9,3,11,8,2,62
7,12,9,2,9,90
2,3,14,7,3,82
14,3,1,4,10,25
9,10,10,2,5,54
5,8,14,6,4,56
17,4,9,4,10,45
10,9,3,5,2,29
14,3,9,8,0,73
14,2,10,8,8,39
15,13,3,4,1,49
4,5,2,10,2,65
4,1,7,3,5,97
1,8,12,4,0,43
15,11,15,4,8,87
16,15,1,7,7,44
18,11,11,9,4,2
9,3,12,7,9,5
19,4,5,4,6,10
7,7,13,1,6,61
8,2,10,5,3,84
3,13,7,5,1,38
5,8,5,3,3,97
3,12,3,5,8,40
4,10,5,8,2,45
16,10,9,3,3,93
12,12,1,10,7,46
9,2,10,3,7,27
14,3,10,7,2,19
14,5,1,9,10,1
18,10,2,7,8,59
16,13,3,3,1,3
1,12,10,10,9,44
18,7,1,7,10,13
19,4,3,10,7,46
2,3,15,9,3,38
15,7,12,10,10,37
1,7,13,2,3,16
6,12,12,2,0,25
1,8,12,4,1,82
19,10,12,3,8,6
1,2,4,1,5,35
1,1,12,9,8,35
5,2,7,2,1,77
3,11,8,1,7,65
1,2,2,8,2,3
6,5,3,6,9,35
4,3,9,9,8,61
4,5,4,7,5,61
1,6,7,5,9,50
4,12,14,2,1,68
7,9,7,7,10,37
18,11,9,10,6,82
1,4,2,9,4,46
10,4,14,1,7,23
13,7,10,3,2,77
8,1,8,8,4,14
19,11,8,7,10,96
4,3,7,3,0,88
17,9,15,6,4,73
17,8,8,8,10,76
5,5,15,2,1,48
11,13,4,1,3,93
5,15,9,4,6,70
16,13,9,8,5,69
17,7,13,9,1,77
15,5,9,3,9,46
14,12,1,10,8,28
4,4,2,9,1,62
7,8,9,3,6,81
19,7,10,8,5,89
19,6,15,4,8,16
3,8,2,5,0,11
5,3,2,8,1,63
11,1,3,10,8,89
4,2,8,7,2,56
15,3,12,10,4,46
1,6,15,10,6,60
4,7,7,2,1,73
19,12,6,10,10,86
15,10,3,6,10,23
14,14,3,6,2,87
2,5,13,6,10,99
15,13,4,7,1,83
11,6,13,4,6,13
5,5,6,10,1,73
19,9,5,4,9,47
15,2,2,6,4,53
12,6,8,6,0,48
15,11,6,10,1,12
2,9,6,2,3,5
11,8,5,3,6,87
5,2,15,10,3,98
1,3,9,5,10,21
10,15,1,8,0,56
5,14,12,8,5,31
11,9,7,6,9,24
15,8,11,5,5,55
14,5,3,2,9,85
5,13,7,6,5,100
14,3,13,5,8,14
12,14,8,2,9,90
6,9,10,7,10,16
3,14,2,3,9,36
16,5,4,8,6,41
7,13,11,3,6,36
2,8,1,4,7,22
6,6,10,6,7,39
10,1,5,6,10,71
5,5,1,10,0,9
10,11,2,2,9,31
1,15,1,5,8,15
18,15,2,6,0,11
8,13,15,3,7,5
5,13,1,5,6,91
18,9,15,5,4,3
15,10,14,10,5,78
15,15,2,1,10,14
9,3,5,9,1,86
7,6,15,7,2,11
3,11,13,7,6,36
5,14,12,6,4,26
9,2,6,7,6,68
15,13,8,6,3,40
18,3,4,3,5,69
14,9,7,2,7,77
3,8,4,6,5,45
15,4,9,8,3,67
15,2,15,10,8,87
7,13,1,10,4,97
7,10,5,1,0,2
9,5,6,7,8,27
19,1,11,8,6,7
10,6,5,6,4,82
11,8,3,9,8,5
10,13,7,1,5,88
19,2,7,1,0,91
11,9,3,4,3,69
4,1,13,3,1,98
19,14,14,1,9,85
2,12,6,9,5,41
13,9,15,2,2,100
3,9,4,7,2,62
17,9,14,8,10,15
13,2,5,10,9,60
17,8,8,5,4,58
7,8,2,10,6,25
10,3,5,4,6,61
1,6,3,7,7,3
18,13,2,9,3,24
14,10,4,10,5,82
9,2,14,10,1,44
17,9,11,3,1,79
1,14,8,9,10,24
11,12,15,4,9,73
11,2,3,7,2,90
15,11,1,9,3,70
6,5,1,7,9,27
6,1,8,5,4,89
18,3,10,1,5,100
7,10,7,9,7,96
13,9,14,5,3,93
10,2,5,9,9,73
18,10,4,4,1,89
5,9,4,8,1,44
2,7,2,3,7,42
12,2,3,9,5,87
19,7,12,1,0,42
11,8,6,7,4,50
1,3,9,9,7,66
15,10,6,6,6,19
15,8,13,7,4,36
1,15,4,7,8,26
3,9,4,3,10,68
13,11,9,2,5,30
7,3,7,7,2,64
16,13,4,7,1,5
3,9,8,1,5,34
13,14,6,3,4,47
10,3,4,3,9,100
3,12,5,7,7,82
10,5,12,4,7,26
16,11,15,3,0,91
1,14,10,4,8,66
14,8,15,8,1,72
15,1,1,6,0,76
9,14,13,1,10,64
1,4,12,8,9,57
16,9,8,2,10,39
19,15,7,8,3,4
12,5,3,9,7,59
3,9,1,3,1,47
9,7,8,6,1,24
15,4,12,1,9,72
11,11,2,2,0,70
15,6,1,6,8,20
3,15,13,6,1,82
4,13,15,8,7,85
19,3,1,8,7,28
10,4,12,1,2,36
13,7,5,5,6,39
6,4,4,2,2,10
3,3,9,9,0,29
9,13,2,2,8,88
13,7,14,10,6,9
9,12,10,10,9,3
17,4,13,2,7,27
17,4,9,4,3,32
3,3,3,6,5,73
14,2,15,9,6,96
7,7,6,8,2,76
18,4,9,5,9,70
14,10,2,2,4,77
15,8,11,7,3,16
18,9,3,9,0,96
7,9,15,8,5,92
19,12,4,6,5,88
2,6,1,7,5,24
13,15,15,4,5,11
6,13,6,4,10,4
13,5,12,1,2,18
10,9,3,4,0,17
15,7,5,1,6,93
11,6,9,3,7,59
18,3,9,7,10,39
2,15,4,5,2,31
7,12,3,8,10,18
16,12,2,8,6,25
13,5,15,3,8,14
6,4,14,6,6,18
7,1,9,3,8,10
1,13,11,6,0,12
11,6,2,2,9,9
11,6,1,8,0,81
6,3,3,9,7,26
19,10,2,5,5,4
17,4,4,7,1,58
2,6,15,2,6,59
19,10,9,9,6,98
7,15,1,1,0,2
5,4,12,9,6,16
15,12,5,7,4,71
11,1,7,3,6,40
10,1,1,6,10,31
11,1,14,1,9,58
7,12,6,3,5,39
12,1,7,8,2,83
4,9,13,9,1,62
3,14,4,7,5,57
19,13,15,6,3,74
16,9,3,2,8,1
6,10,1,7,4,64
7,12,5,5,3,29
2,1,6,2,10,80
14,11,3,9,3,64
2,10,15,1,10,33
2,15,4,10,2,90
5,5,1,7,2,54
10,13,3,5,4,32
12,14,6,2,2,38
16,5,6,6,8,46
2,10,10,1,4,22
9,13,14,9,10,58
15,12,3,1,0,66
10,6,12,3,10,85
18,2,4,1,3,45
5,3,4,9,8,41
6,2,10,1,10,54
3,14,2,6,4,49
14,12,9,6,2,88
1,11,11,5,9,18
6,3,5,7,5,63
2,6,15,3,6,4
7,9,10,2,9,70
7,14,9,1,9,2
6,13,2,9,2,77
6,4,4,1,0,85
9,9,13,1,1,29
3,2,1,1,9,8
16,1,10,2,2,42
6,13,4,5,10,62
18,15,13,7,5,23
14,13,11,5,2,29
18,7,8,4,8,36
13,13,7,4,3,28
8,8,9,4,8,27
18,15,8,9,3,15
1,3,11,7,3,48
16,10,4,6,10,43
4,4,10,5,2,85
1,9,2,7,0,19
9,14,10,7,6,71
2,11,11,3,1,99
13,13,13,1,5,65
18,9,10,3,2,8
18,13,10,9,4,30
15,7,1,3,9,11
3,2,6,8,8,64
16,14,4,2,5,20
3,8,4,10,2,60
6,13,6,3,9,6
9,5,15,9,5,100
14,15,4,5,1,39
11,2,13,1,0,61
6,8,1,8,8,95
13,5,11,10,7,86
13,13,5,3,8,88
12,15,14,4,7,6
17,15,15,7,0,22
15,1,4,9,8,35
7,1,3,4,0,95
4,1,4,4,7,51
11,2,12,9,5,49
13,4,15,8,10,69
11,5,12,2,5,38
4,1,2,2,8,90
19,10,2,1,9,61
16,10,3,6,0,88
15,7,1,7,8,75
1,6,8,3,3,28
2,7,3,10,5,56
4,7,10,5,3,95
18,15,14,8,5,88
16,9,4,4,9,11
18,15,2,1,2,52
18,6,1,1,6,73
5,15,5,9,1,3
17,5,5,3,8,4
4,3,10,7,9,25
3,6,11,10,10,3
7,1,12,8,2,79
2,4,1,7,8,50
15,9,14,10,10,35
4,15,3,4,5,30
5,14,15,5,8,80
5,6,7,3,8,8
1,14,3,5,10,65
10,7,4,9,3,96
18,10,4,4,6,92
12,15,5,6,9,12
10,14,1,2,9,54
8,10,11,2,8,37
12,3,7,3,5,92
11,5,2,7,9,10
14,5,12,5,2,75
15,10,2,10,9,16
17,2,5,5,7,6
2,4,15,1,1,83
9,11,5,2,8,76
7,8,10,8,1,21
13,4,10,3,2,18
15,6,9,4,9,73
9,5,5,8,3,1
11,14,7,4,1,100
2,5,7,9,9,44
9,12,3,6,0,2
3,1,2,7,4,47
9,8,3,5,10,15
11,13,7,2,6,69
6,4,1,6,1,97
17,2,11,3,5,70
4,4,2,3,8,63
17,11,2,4,0,66
11,6,1,4,7,39
4,11,2,9,2,43
18,11,1,4,9,39
4,14,1,5,3,74
16,2,7,2,3,12
2,8,8,4,5,47
7,8,13,3,3,55
16,10,4,4,7,26
19,15,13,7,1,5
10,7,11,8,4,75
14,3,2,3,9,73
3,1,4,3,9,82
14,15,8,7,4,59
4,4,7,1,9,43
7,12,4,8,1,59
13,11,14,5,8,63
3,15,7,3,2,20
10,3,10,4,10,56
16,9,1,3,8,69
4,7,5,3,7,7
12,12,9,4,7,94
17,2,14,2,7,56
11,5,4,6,0,4
13,5,10,4,9,43
1,7,5,5,10,56
16,11,3,5,2,39
2,8,3,1,1,3
8,11,3,6,10,64
7,9,4,2,8,13
19,11,9,6,6,56
3,5,12,8,10,25
3,6,12,7,3,46
4,10,7,3,10,66
7,4,9,6,10,87
14,6,10,3,1,37
2,15,14,7,4,18
16,5,6,4,4,74
4,3,10,3,4,14
4,3,9,5,7,30
7,13,9,8,2,61
6,4,1,5,5,39
5,1,11,4,9,70
15,6,2,6,4,55
13,6,2,7,0,52
9,14,13,2,6,22
14,10,8,3,7,40
9,3,14,6,0,15
12,9,3,1,8,87
9,10,11,8,8,73
17,4,1,1,0,62
7,8,12,7,5,12
8,15,9,10,6,52
11,11,15,7,8,83
15,13,4,1,10,65
17,3,15,4,1,23
5,6,14,6,8,40
5,15,13,1,9,89
17,13,1,7,0,16
10,11,9,5,6,48
19,8,1,10,8,41
15,14,15,4,5,8
3,15,4,6,10,1
2,2,9,7,10,89
1,2,8,3,5,28
14,14,8,2,8,71
6,7,8,1,8,78
4,12,3,10,8,17
5,2,8,1,7,7
9,14,6,5,4,40
3,14,7,2,1,51
11,14,4,2,8,47
17,15,13,2,3,3
6,4,15,8,10,47
